response_id,university,Question_type,true_label,predicted_label,confidence
R_27TgnY9wXz03ROk,ISU: Iowa State University,Q1_ISU,1,1,0.9982048273086548
R_2WxveTvoQ3wH7ko,ISU: Iowa State University,Q1_ISU,1,1,0.9974493384361267
R_1QfQGrw6na0ToKN,ISU: Iowa State University,Q1_ISU,2,2,0.9964603781700134
R_Rk2OpraIdU5dtER,ISU: Iowa State University,Q1_ISU,1,1,0.9976403713226318
R_DNbGtGsltt6YgYp,ISU: Iowa State University,Q1_ISU,1,1,0.9983774423599243
R_1E5JRuVxt5tFEb7,ISU: Iowa State University,Q1_ISU,2,2,0.996582567691803
R_1gTpX6pM3wk4OWR,ISU: Iowa State University,Q1_ISU,2,2,0.9967402815818787
R_8dgMJbrxG7G8pHP,ISU: Iowa State University,Q1_ISU,1,1,0.9972102046012878
R_2xF2oPGL6FBdgOn,ISU: Iowa State University,Q1_ISU,1,1,0.9981511235237122
R_3JELb6DdyEO582a,ISU: Iowa State University,Q1_ISU,1,1,0.9976974129676819
R_1dnvSLbpJgBTXTG,ISU: Iowa State University,Q1_ISU,0,1,0.9971635937690735
R_1eUBRVBVFe7Kptj,ISU: Iowa State University,Q1_ISU,0,0,0.9967406392097473
R_3hcqL3C6mWBEbJb,ISU: Iowa State University,Q1_ISU,1,1,0.9982739686965942
R_1LBvWtTcENRcy8k,ISU: Iowa State University,Q1_ISU,2,2,0.9918851852416992
R_29pUU9hefrTU9SV,ISU: Iowa State University,Q1_ISU,1,1,0.9964762330055237
R_a9msDKjrZEl5GNj,ISU: Iowa State University,Q1_ISU,2,2,0.9965564012527466
R_2R9SUOW2ZT1pXG8,ISU: Iowa State University,Q1_ISU,1,1,0.9954543113708496
R_d7tF60k75vbvT8t,ISU: Iowa State University,Q1_ISU,2,1,0.9953886270523071
R_2fdm2ahugqnQ1gy,ISU: Iowa State University,Q1_ISU,2,2,0.996656060218811
R_28TDDGf7GzEEHzc,ISU: Iowa State University,Q1_ISU,1,2,0.9965502023696899
R_3fIw1FqGaReMayQ,"UTEP: University of Texas, El Paso",Q2_UTEP,2,2,0.9966392517089844
R_p0F6iCLjlEQhDLb,"UTEP: University of Texas, El Paso",Q2_UTEP,2,2,0.9908134341239929
R_3EPZt3AVC1eAWhq,"UTEP: University of Texas, El Paso",Q2_UTEP,2,2,0.9966777563095093
R_5tJ3ynU4siwIVWS,UF: University of Florida,Q3_UF,0,1,0.95707106590271
R_6f2JAYNwP81ksnH,UF: University of Florida,Q3_UF,1,1,0.984921395778656
R_1Sjc3roe8FisWlK,UF: University of Florida,Q3_UF,1,1,0.9953018426895142
R_7EFRGsa74t7oM38,UF: University of Florida,Q3_UF,1,1,0.5883786678314209
R_1KdQca4KWwKdD4Y,UF: University of Florida,Q3_UF,1,1,0.5801856517791748
R_5kGqmTz1vdukKyK,UF: University of Florida,Q3_UF,1,1,0.9981626868247986
R_5CBDHIlaFdj9lId,UF: University of Florida,Q3_UF,1,1,0.9981405735015869
R_6pAY1Q8n5arb4M9,UF: University of Florida,Q3_UF,1,1,0.9974404573440552
R_6rOQj5qVrXuAwiP,UF: University of Florida,Q3_UF,0,1,0.997591495513916
R_3prtB5xdbyn3lHd,UF: University of Florida,Q3_UF,0,2,0.531226634979248
R_6n75A5TuRRb8loF,UF: University of Florida,Q3_UF,1,1,0.9977095127105713
R_3DjssqxHrlc9va2,UF: University of Florida,Q3_UF,1,1,0.9971070885658264
R_6EbAVWqL3pqCIBT,UF: University of Florida,Q3_UF,1,1,0.9983678460121155
R_1FPx1OjtRRqNupz,UF: University of Florida,Q3_UF,1,0,0.9540067315101624
R_1P5SP3qsdZ2HRP0,UF: University of Florida,Q3_UF,1,1,0.9982938170433044
R_5gK7xhiFiQDc6kh,UF: University of Florida,Q3_UF,1,2,0.9966981410980225
R_708WX9eJAXho1M7,UF: University of Florida,Q3_UF,0,0,0.9987043142318726
R_6PAmsAB2DIovf26,,Q3_UF,1,1,0.9983094930648804
R_3kRcNmN3w7xthd1,UF: University of Florida,Q3_UF,1,1,0.9979515671730042
R_5MLNMWlrdIf7FW7,UF: University of Florida,Q3_UF,0,1,0.9962150454521179
R_5pD4dbFCNbp9XTH,UF: University of Florida,Q3_UF,1,1,0.9983459711074829
R_52PYXUm2b2fRsbM,UF: University of Florida,Q3_UF,1,0,0.8981789350509644
R_1q7GF4zeSCW6Lgt,UF: University of Florida,Q3_UF,1,0,0.9883131384849548
R_3GjgeOrkp430l6g,UF: University of Florida,Q3_UF,1,1,0.9980431795120239
R_7mRkMVTi5G3y8SZ,UF: University of Florida,Q3_UF,0,0,0.9988576173782349
R_3pu04idHWaoye1P,UF: University of Florida,Q3_UF,1,1,0.997368335723877
R_5MYB7xbQeHOO9rP,UF: University of Florida,Q3_UF,1,1,0.9982714653015137
R_5dEtdaqgptWpRqU,UF: University of Florida,Q3_UF,1,1,0.9978694915771484
R_5r7J416BO7270iX,UF: University of Florida,Q3_UF,1,1,0.9983329176902771
R_32nUsTCDIoepgYu,UF: University of Florida,Q3_UF,0,0,0.9973152279853821
R_1OU9X6ExOijr4X3,UF: University of Florida,Q3_UF,1,1,0.9981817007064819
R_3TgX0eQJ92QnKjT,UF: University of Florida,Q3_UF,1,1,0.9780281186103821
R_7Dvfn8EScYZbh5A,UF: University of Florida,Q3_UF,1,1,0.9981144666671753
R_3AHrftA3jFePBYd,UF: University of Florida,Q3_UF,2,2,0.9966161847114563
R_11aJ3cfI0bDKxom,UF: University of Florida,Q3_UF,1,1,0.9983221888542175
R_5fdAQJTHurpx44s,UF: University of Florida,Q3_UF,1,1,0.9950183629989624
R_7FUScCCZMiaK40h,UF: University of Florida,Q3_UF,2,2,0.9966296553611755
R_1D6PR4bgRK1fIKT,UF: University of Florida,Q3_UF,0,1,0.9964099526405334
R_71ib9FDCtiMdLHi,UF: University of Florida,Q3_UF,1,1,0.998084545135498
R_75GAPg8OLOb019L,UF: University of Florida,Q3_UF,1,0,0.9869638085365295
R_5BFh78XlBiyCl3j,UF: University of Florida,Q3_UF,1,1,0.9981777667999268
R_1MSRO5fSQNYzRhk,UF: University of Florida,Q3_UF,1,1,0.9866598844528198
R_52McQwPqUJMCJ8l,UF: University of Florida,Q3_UF,1,1,0.997908353805542
R_51VmIJwuL5hq5JT,UF: University of Florida,Q3_UF,2,2,0.9967988729476929
R_33fJS5tTlZLDChO,UF: University of Florida,Q3_UF,1,1,0.9958885312080383
R_5fPJ0K0qs0M5Ndv,UF: University of Florida,Q3_UF,2,2,0.9966626763343811
R_7rpwISz2NGts20i,UF: University of Florida,Q3_UF,1,1,0.9964601397514343
R_5HOV47Y6SiAFvZn,UF: University of Florida,Q3_UF,1,0,0.9950681924819946
R_3vArAD8WcItpXpf,UF: University of Florida,Q3_UF,1,2,0.9940193891525269
R_710I5UYMVp9RYwx,UF: University of Florida,Q3_UF,1,1,0.9983662962913513
R_6QF3nHP5N5mf6Nt,UF: University of Florida,Q3_UF,0,1,0.9795971512794495
R_3R3ZPjqLAzxJ07n,UF: University of Florida,Q3_UF,1,1,0.9966180920600891
R_7ARNGecEe0nQqId,UF: University of Florida,Q3_UF,2,2,0.9500586986541748
R_5k0lgVz79EdpbwJ,UF: University of Florida,Q3_UF,1,2,0.9959534406661987
R_5ogPKgku3CfrXtW,UF: University of Florida,Q3_UF,1,1,0.995398223400116
R_6fPmEWEamRphBPA,UF: University of Florida,Q3_UF,2,2,0.9945141077041626
R_5bQapqbluhObCWO,UF: University of Florida,Q3_UF,1,1,0.9616628289222717
R_52PIzgED58tfzVv,UF: University of Florida,Q3_UF,1,2,0.9967843294143677
R_7WDbZ32ZNybh7Vl,UF: University of Florida,Q3_UF,0,1,0.9958296418190002
R_3CDfsfW027lM41H,UF: University of Florida,Q3_UF,1,1,0.9978944659233093
R_5TC7lQssV2wprpm,UF: University of Florida,Q3_UF,1,2,0.9960799813270569
R_1VJAPHKtCT9jVFo,UF: University of Florida,Q3_UF,1,0,0.996889054775238
R_191FRVR2Pbc3ilH,UF: University of Florida,Q3_UF,1,1,0.9982694387435913
R_3jHSEpkLfp7KXPH,UF: University of Florida,Q3_UF,0,0,0.9979302883148193
R_3jZdJrrOie2R5BH,UF: University of Florida,Q3_UF,2,2,0.9907034635543823
R_1o6AUF1nDMrlJOI,UF: University of Florida,Q3_UF,0,0,0.9983152151107788
R_6cvdCsMKmSrSbfh,UF: University of Florida,Q3_UF,1,1,0.9924255609512329
R_1mmHwSeaSiUgqyT,UF: University of Florida,Q3_UF,1,1,0.9979473948478699
R_6f3RBWd7pESfeaW,UF: University of Florida,Q3_UF,2,2,0.9965576529502869
R_5EcDAWuQNdphsKB,UF: University of Florida,Q3_UF,0,1,0.9977192282676697
R_2axUzEdQEVNcYxZ,UF: University of Florida,Q1_UF,1,1,0.7574882507324219
R_bE1WQrorAN4TxS1,UF: University of Florida,Q1_UF,0,0,0.8069553375244141
R_1pZ38OBWPH40rXQ,UF: University of Florida,Q1_UF,0,1,0.8773478865623474
R_3Ic6jHu5XT17XAp,UF: University of Florida,Q1_UF,1,1,0.9971068501472473
R_W03kc79KofbGISZ,UF: University of Florida,Q1_UF,0,0,0.9846263527870178
R_3hc1f2f6aNrqRWU,UF: University of Florida,Q1_UF,0,1,0.5187970995903015
R_1jxCcm2EVh20ivB,UF: University of Florida,Q1_UF,0,0,0.9936354160308838
R_3fk208ryYqLI8wo,UF: University of Florida,Q1_UF,0,2,0.4774932861328125
R_1gNs1RzNEsd4EQK,UF: University of Florida,Q1_UF,0,1,0.9955604076385498
R_3qs5goZIsBmUqLr,UF: University of Florida,Q1_UF,0,0,0.9924355149269104
R_28HXJe5hPJiKYvq,Other university:,Q1_UF,0,2,0.5400553941726685
R_6zENg8ZqDL2R6NP,UF: University of Florida,Q1_UF,0,0,0.9959237575531006
R_PN9EHIhg162qBWh,UF: University of Florida,Q1_UF,0,0,0.9954812526702881
R_12FpowXCnZZub3M,UF: University of Florida,Q1_UF,0,0,0.9953514337539673
R_3k0zZXwyth2iLbp,UF: University of Florida,Q1_UF,0,2,0.9950311183929443
R_1ocEL0hVlJbPrSJ,UF: University of Florida,Q1_UF,1,1,0.5293989777565002
R_TvVmGpA5A8sJMg9,UF: University of Florida,Q1_UF,0,0,0.9976590871810913
R_1jvREj3Vh4JZYr9,UF: University of Florida,Q1_UF,0,0,0.9967395663261414
R_2e4LDZ9gJ8akzMm,UF: University of Florida,Q1_UF,1,1,0.9976314306259155
R_3iED9dXG3vMkQtO,UF: University of Florida,Q1_UF,1,0,0.994905948638916
R_SWa6KpztPFgaH4d,UF: University of Florida,Q1_UF,1,0,0.9924008846282959
R_3j2mBrl56eg5472,UF: University of Florida,Q1_UF,1,2,0.3943239450454712
R_22FjvlOAWJ40wYV,UF: University of Florida,Q1_UF,1,2,0.9896903038024902
R_3HCy8H6Id2E8xp2,UF: University of Florida,Q1_UF,0,0,0.9934212565422058
R_3O00uQ2kSsIHE8L,UF: University of Florida,Q1_UF,1,2,0.8878687620162964
R_wZwmLYtTBPyDFDz,UF: University of Florida,Q1_UF,0,1,0.8209242820739746
R_Rrd8uNImBOCZ2gx,UF: University of Florida,Q1_UF,1,0,0.9652205109596252
R_1pSvjYMNwt2KLPu,UF: University of Florida,Q1_UF,0,0,0.9877492785453796
R_3PdA4XvblNA4ifX,UF: University of Florida,Q1_UF,0,1,0.9980723857879639
R_TiTu4HTYUXQBmH7,UF: University of Florida,Q1_UF,0,1,0.8828385472297668
R_0psEIPRnolBvo7T,UF: University of Florida,Q1_UF,0,1,0.5286881327629089
R_ehti7b1UuCdZ3IB,UF: University of Florida,Q1_UF,0,1,0.9960993528366089
R_3Q02Uz64JoEDQun,UF: University of Florida,Q1_UF,0,0,0.9925568103790283
R_2DOBQpj8vv1IIrY,UF: University of Florida,Q1_UF,1,1,0.9418011903762817
R_YbEWRRVxWhJxiU1,UF: University of Florida,Q1_UF,1,1,0.5782105922698975
R_3dX7z9Eran1niln,UF: University of Florida,Q1_UF,1,1,0.9965096116065979
R_3LZ4zns72Ugwq21,UF: University of Florida,Q1_UF,0,0,0.9945800304412842
R_12x1SNm2PF9Iwsv,UF: University of Florida,Q1_UF,2,2,0.9940791130065918
R_sZiLdceASgYZTSV,UF: University of Florida,Q1_UF,0,0,0.9898372292518616
R_1GyvTlBg10lV6Ea,UF: University of Florida,Q1_UF,0,0,0.9973973035812378
R_29nx98mTCTGojHL,UF: University of Florida,Q1_UF,0,0,0.9925264120101929
R_2zN5kzF16UQxfCI,UF: University of Florida,Q1_UF,1,2,0.8973390460014343
R_2t0hRCsV4zuyKlD,UF: University of Florida,Q1_UF,0,0,0.932941198348999
R_3qyrhhsNpxpFfK0,UF: University of Florida,Q1_UF,0,0,0.9917479753494263
R_R33PZNIBO2GIBc5,UF: University of Florida,Q1_UF,0,0,0.9917648434638977
R_1pnAarAtdp1Ovgu,UF: University of Florida,Q1_UF,0,0,0.9918151497840881
R_2U9nJMzCj7JYVAd,UF: University of Florida,Q1_UF,0,0,0.9960165619850159
R_3Rt0WHXog4dsuG2,UF: University of Florida,Q1_UF,0,0,0.9960218071937561
R_3qecDzy6VNi5Ciz,UF: University of Florida,Q1_UF,0,0,0.9959683418273926
R_2xXaLkxlxxHrdFG,UF: University of Florida,Q1_UF,1,0,0.9879819750785828
R_3plOQLIA3Cm8nN7,UF: University of Florida,Q1_UF,0,0,0.9979202151298523
R_3OlAYb7NfPIlAV2,UF: University of Florida,Q1_UF,0,1,0.9409174919128418
R_2YsQIm4vodmsNXs,UF: University of Florida,Q1_UF,0,0,0.9991464614868164
R_1psb9hIz9JIwoo6,UF: University of Florida,Q1_UF,0,0,0.9964809417724609
R_325DVUJh0vmAQ9M,UF: University of Florida,Q1_UF,0,0,0.9897733330726624
R_2f26Tq5LnG4uRiH,UF: University of Florida,Q1_UF,0,0,0.9972267746925354
R_2y2gZ7o9zunL5ER,UF: University of Florida,Q1_UF,0,1,0.9886415600776672
R_2tyPkJrbCBwnUO7,UF: University of Florida,Q1_UF,0,0,0.995206892490387
R_3fUfWXj9WBanb8u,UF: University of Florida,Q1_UF,1,1,0.6408095955848694
R_6GzuH2AJ0ooUBnr,UF: University of Florida,Q1_UF,1,1,0.9861974120140076
R_3EyjIJenUgM5Xzm,UF: University of Florida,Q1_UF,1,1,0.9970880150794983
R_1CHdyx3mIjjrJCl,UF: University of Florida,Q1_UF,0,1,0.9940211176872253
R_2B9gEeL4AaswYbt,UF: University of Florida,Q1_UF,0,0,0.992909848690033
R_Um5yxfYzjGApcbL,UF: University of Florida,Q1_UF,0,0,0.9950973391532898
R_OkTPKLbdZfXogyR,UF: University of Florida,Q1_UF,0,0,0.9964640736579895
R_5A6MkjpmdbnTNBL,UF: University of Florida,Q1_UF,0,0,0.9666969776153564
R_1QzPHWGWPrQiigw,UF: University of Florida,Q1_UF,0,0,0.9972781538963318
R_1FLdHh1S6LK9Uyd,UF: University of Florida,Q1_UF,1,2,0.9964568018913269
R_1dg0ND2VRVymdAq,UF: University of Florida,Q1_UF,0,0,0.9834142327308655
R_2uqiyL7a6xYe1Cu,UF: University of Florida,Q1_UF,0,0,0.9649397134780884
R_3qII9X98ejQxdfy,UF: University of Florida,Q1_UF,0,0,0.5086870193481445
R_D5yGKOLKAMINYdP,UF: University of Florida,Q1_UF,1,1,0.9878968000411987
R_2e25SP747IjcqXi,UF: University of Florida,Q1_UF,1,0,0.9923075437545776
R_2P1JAGBYotSvjUE,UF: University of Florida,Q1_UF,2,0,0.9897303581237793
R_3NTVqWGauMN166Y,UF: University of Florida,Q1_UF,0,0,0.9945530295372009
R_28IDI1K78Lee3mG,UF: University of Florida,Q1_UF,1,1,0.9580641984939575
R_2YrGaINRHS7lFXP,UF: University of Florida,Q1_UF,1,1,0.9650088548660278
R_3nk1SGbaw76vr0P,UF: University of Florida,Q1_UF,0,1,0.9335458874702454
R_6F2Q2DN0SrQwYAa,ISU: Iowa State University,Q5_ISU,2,2,0.9956768155097961
R_5dahScFCd55lccN,ISU: Iowa State University,Q5_ISU,1,1,0.9968453049659729
R_1q3rxomtvT2yDFo,ISU: Iowa State University,Q5_ISU,1,1,0.936757504940033
R_73ea097tfA1a2ly,ISU: Iowa State University,Q5_ISU,1,1,0.9963703155517578
R_8rkV1v92RzWNg9H,ISU: Iowa State University,Q5_ISU,1,1,0.9975739121437073
R_6eFDJZrymjAjM6e,ISU: Iowa State University,Q5_ISU,1,1,0.995208203792572
R_7L6EuWQVV3Vc7kd,ISU: Iowa State University,Q5_ISU,2,2,0.9965435862541199
R_7RO2MvqrAOYIpRf,ISU: Iowa State University,Q5_ISU,1,1,0.9979390501976013
R_5WuxtqA9AwINx9D,ISU: Iowa State University,Q5_ISU,1,1,0.9973276853561401
R_6fSI7yvLBIlUZUp,ISU: Iowa State University,Q5_ISU,1,1,0.9966040849685669
R_7qJBH6wiKmenHu1,ISU: Iowa State University,Q5_ISU,1,1,0.9978602528572083
R_6PTPqLerhtOBPQl,ISU: Iowa State University,Q5_ISU,1,1,0.9974024891853333
R_7uVT5JwFutYuUNk,ISU: Iowa State University,Q5_ISU,1,1,0.992339015007019
R_7tlo45IlHK4JQcb,ISU: Iowa State University,Q5_ISU,1,1,0.9976785778999329
R_7rPaUO4yAqQJfyQ,ISU: Iowa State University,Q5_ISU,2,2,0.9946995973587036
R_62L6BcsIde16pvD,ISU: Iowa State University,Q5_ISU,1,1,0.9978392720222473
R_71YfguVmAeLdWB5,ISU: Iowa State University,Q4_ISU,1,0,0.996898889541626
R_5FsQmj2YxEz599u,ISU: Iowa State University,Q4_ISU,0,0,0.9984468817710876
R_3thxRrflwUltlDH,ISU: Iowa State University,Q4_ISU,0,0,0.9992995262145996
R_579kqVKX1AGGGE1,ISU: Iowa State University,Q4_ISU,0,0,0.999656081199646
R_3CarpUGbizlsMQF,ISU: Iowa State University,Q4_ISU,1,0,0.9942846894264221
R_14U2fa9sH0ngQcF,ISU: Iowa State University,Q4_ISU,2,2,0.9968094229698181
R_5agixZHgZYhiufb,ISU: Iowa State University,Q4_ISU,0,0,0.9996449947357178
R_7NwbIsPUfIjDTgD,ISU: Iowa State University,Q4_ISU,2,2,0.9967449903488159
R_7pwK0D86lU4DGrn,ISU: Iowa State University,Q4_ISU,2,1,0.9790236949920654
R_3NsKTAJNqctlqHn,ISU: Iowa State University,Q4_ISU,0,0,0.9991249442100525
R_7HMZpqnfGMQ1OmZ,ISU: Iowa State University,Q4_ISU,0,0,0.9946341514587402
R_6daUI4YrWTcCPZr,ISU: Iowa State University,Q4_ISU,1,1,0.9909999966621399
