response_id,university,Question_type,true_label,predicted_label,confidence
R_3QPJ7VxNRXXe4QR,UF: University of Florida,Q2_UF,0,0,0.9960660338401794
R_piLTsh0jCe1Nxlv,UF: University of Florida,Q2_UF,1,1,0.9739745259284973
R_3e9LXigHqb3padf,UF: University of Florida,Q2_UF,0,1,0.9782585501670837
R_1Qa1aMyxfgnMsf2,UF: University of Florida,Q2_UF,0,0,0.9962756633758545
R_1d5JCzoywo5qsHz,UF: University of Florida,Q2_UF,0,0,0.9961776733398438
R_1DYeZVlMR0yqoa0,UF: University of Florida,Q2_UF,0,0,0.9951268434524536
R_27lfLtyv1ssz1v7,UF: University of Florida,Q2_UF,1,1,0.989544689655304
R_1FgmJdZogVIpfMA,UF: University of Florida,Q2_UF,1,1,0.9779476523399353
R_12sZ7fCjIj6oaVa,UF: University of Florida,Q2_UF,0,0,0.9965614676475525
R_0MQRpHixKGKfQzf,UF: University of Florida,Q2_UF,1,1,0.9914702773094177
R_1kFdAVzfwHe76Rq,UF: University of Florida,Q2_UF,1,1,0.9916220903396606
R_12QkKp4Dmy4NhYx,UF: University of Florida,Q2_UF,2,1,0.9894418716430664
R_5gNgxPGdZeRIs4F,UF: University of Florida,Q2_UF,0,0,0.9964572787284851
R_10NmNgK1lNpdI11,UF: University of Florida,Q2_UF,1,1,0.8140657544136047
R_p9HQ6d5neyHqpPz,UF: University of Florida,Q2_UF,0,0,0.9934751391410828
R_3mcP1Qiyii91Sk9,UF: University of Florida,Q2_UF,0,0,0.996100664138794
R_2dEz1evreucmIKw,UF: University of Florida,Q2_UF,0,1,0.9820581078529358
R_2YfuUd96cpwExTw,UF: University of Florida,Q2_UF,0,0,0.9962140917778015
R_3gYR5VI4qA6FbK5,UF: University of Florida,Q2_UF,0,0,0.9961065649986267
R_2aVqGm8pYfGOllh,UF: University of Florida,Q2_UF,0,0,0.995133101940155
R_295hwb3vc9LKKxx,UF: University of Florida,Q2_UF,0,1,0.9925675392150879
R_26hVaB2qpXKPzCX,UF: University of Florida,Q2_UF,0,1,0.9924435019493103
R_3k647OnhA32lBMB,UF: University of Florida,Q2_UF,1,1,0.9910613894462585
R_DGjYYgb95BEnuFP,,Q2_UF,0,0,0.9961047172546387
R_2cj8eoXwNaSApuq,UF: University of Florida,Q2_UF,1,1,0.6991513967514038
R_3koZDT3MjVtcQl3,UF: University of Florida,Q2_UF,1,0,0.9935792684555054
R_PIFWsY9IrVSdYRz,UF: University of Florida,Q2_UF,0,1,0.9850537180900574
R_1DoorjauORI3gzz,UF: University of Florida,Q2_UF,0,0,0.9966894388198853
R_2X4gpKhNI2hKcNA,UF: University of Florida,Q2_UF,1,1,0.9838130474090576
R_3Ez2qF0LoEhVVAp,UF: University of Florida,Q2_UF,0,0,0.9956104159355164
R_1PcwiZx3AR4goJZ,UF: University of Florida,Q2_UF,1,0,0.9901183247566223
R_3MtaUIMjvJVPBr1,UF: University of Florida,Q2_UF,0,0,0.9963501691818237
R_2Ysn7bkaI3VsNsl,UF: University of Florida,Q2_UF,1,1,0.990044355392456
R_RUg4zD8PXY8NeaB,UF: University of Florida,Q2_UF,1,0,0.9095216989517212
R_cY25qF1A2GStINX,UF: University of Florida,Q2_UF,1,0,0.9947625994682312
R_2ckhQv4nJ90pbbi,UF: University of Florida,Q2_UF,0,0,0.9929254055023193
R_7QCipo49G0BBpRv,UF: University of Florida,Q2_UF,0,0,0.9939966201782227
R_Dq4zYA2a1jap3Mt,UF: University of Florida,Q2_UF,0,0,0.9959059953689575
R_3Emv0M6VF9SEArM,UF: University of Florida,Q2_UF,0,0,0.9963570237159729
R_2dlN5B8YPmR7oto,UF: University of Florida,Q2_UF,1,1,0.9913976192474365
R_1CDUo72SFdWqrdx,UF: University of Florida,Q2_UF,0,0,0.9963876008987427
R_3qL75uYG08bPR3q,UF: University of Florida,Q2_UF,0,0,0.9941983222961426
R_1Okmze1wvWKWi8F,UF: University of Florida,Q2_UF,0,0,0.9961720108985901
R_22yJ0Y9pmOWjDyn,,Q2_UF,0,0,0.9963661432266235
R_1JIXEmB9Y2OEbXp,UF: University of Florida,Q2_UF,1,0,0.9953887462615967
R_29ntW4yUhZ3jVTw,ISU: Iowa State University,Q1_ISU,2,1,0.992569625377655
R_XOfJbeM43SgeyCR,ISU: Iowa State University,Q1_ISU,2,2,0.989247739315033
R_2axGo50ZAjOiDuU,ISU: Iowa State University,Q1_ISU,2,1,0.9918700456619263
R_27TgnY9wXz03ROk,ISU: Iowa State University,Q1_ISU,1,1,0.992588996887207
R_2WxveTvoQ3wH7ko,ISU: Iowa State University,Q1_ISU,1,1,0.9905912280082703
R_1QfQGrw6na0ToKN,ISU: Iowa State University,Q1_ISU,2,2,0.9882098436355591
R_Rk2OpraIdU5dtER,ISU: Iowa State University,Q1_ISU,1,1,0.9920667409896851
R_DNbGtGsltt6YgYp,ISU: Iowa State University,Q1_ISU,1,1,0.9924032688140869
R_1E5JRuVxt5tFEb7,ISU: Iowa State University,Q1_ISU,2,2,0.9887115955352783
R_1gTpX6pM3wk4OWR,ISU: Iowa State University,Q1_ISU,2,2,0.9901767373085022
R_8dgMJbrxG7G8pHP,ISU: Iowa State University,Q1_ISU,1,1,0.9906817674636841
R_2xF2oPGL6FBdgOn,ISU: Iowa State University,Q1_ISU,1,1,0.9909920692443848
R_3JELb6DdyEO582a,ISU: Iowa State University,Q1_ISU,1,1,0.9905818700790405
R_1dnvSLbpJgBTXTG,ISU: Iowa State University,Q1_ISU,0,1,0.9907047152519226
R_1eUBRVBVFe7Kptj,ISU: Iowa State University,Q1_ISU,0,1,0.99216628074646
R_3hcqL3C6mWBEbJb,ISU: Iowa State University,Q1_ISU,1,1,0.9897419214248657
R_1LBvWtTcENRcy8k,ISU: Iowa State University,Q1_ISU,2,2,0.9890024662017822
R_29pUU9hefrTU9SV,ISU: Iowa State University,Q1_ISU,1,1,0.9908283948898315
R_a9msDKjrZEl5GNj,ISU: Iowa State University,Q1_ISU,2,2,0.9890626072883606
R_2R9SUOW2ZT1pXG8,ISU: Iowa State University,Q1_ISU,1,1,0.9905617833137512
R_d7tF60k75vbvT8t,ISU: Iowa State University,Q1_ISU,2,1,0.9907363057136536
R_2fdm2ahugqnQ1gy,ISU: Iowa State University,Q1_ISU,2,2,0.9904211759567261
R_28TDDGf7GzEEHzc,ISU: Iowa State University,Q1_ISU,1,2,0.9888356328010559
R_3fIw1FqGaReMayQ,"UTEP: University of Texas, El Paso",Q2_UTEP,2,2,0.9918151497840881
R_p0F6iCLjlEQhDLb,"UTEP: University of Texas, El Paso",Q2_UTEP,2,2,0.9914606809616089
R_3EPZt3AVC1eAWhq,"UTEP: University of Texas, El Paso",Q2_UTEP,2,2,0.9912978410720825
R_5tJ3ynU4siwIVWS,UF: University of Florida,Q3_UF,0,1,0.8506518602371216
R_6f2JAYNwP81ksnH,UF: University of Florida,Q3_UF,1,1,0.9607035517692566
R_1Sjc3roe8FisWlK,UF: University of Florida,Q3_UF,1,0,0.5419666767120361
R_7EFRGsa74t7oM38,UF: University of Florida,Q3_UF,1,1,0.6280779838562012
R_1KdQca4KWwKdD4Y,UF: University of Florida,Q3_UF,1,1,0.7144857048988342
R_5kGqmTz1vdukKyK,UF: University of Florida,Q3_UF,1,1,0.9853990077972412
R_5CBDHIlaFdj9lId,UF: University of Florida,Q3_UF,1,1,0.991703987121582
R_6pAY1Q8n5arb4M9,UF: University of Florida,Q3_UF,1,1,0.9368492364883423
R_6rOQj5qVrXuAwiP,UF: University of Florida,Q3_UF,0,1,0.9681155681610107
R_3prtB5xdbyn3lHd,UF: University of Florida,Q3_UF,0,1,0.7854003310203552
R_6n75A5TuRRb8loF,UF: University of Florida,Q3_UF,1,1,0.9636027216911316
R_3DjssqxHrlc9va2,UF: University of Florida,Q3_UF,1,1,0.9875333309173584
R_6EbAVWqL3pqCIBT,UF: University of Florida,Q3_UF,1,1,0.9956035614013672
R_1FPx1OjtRRqNupz,UF: University of Florida,Q3_UF,1,0,0.7921503186225891
R_1P5SP3qsdZ2HRP0,UF: University of Florida,Q3_UF,1,1,0.99498450756073
R_5gK7xhiFiQDc6kh,UF: University of Florida,Q3_UF,1,2,0.7799238562583923
R_708WX9eJAXho1M7,UF: University of Florida,Q3_UF,0,0,0.7356021404266357
R_6PAmsAB2DIovf26,,Q3_UF,1,1,0.9950754046440125
R_3kRcNmN3w7xthd1,UF: University of Florida,Q3_UF,1,1,0.9942161440849304
R_5MLNMWlrdIf7FW7,UF: University of Florida,Q3_UF,0,1,0.9641017913818359
R_5pD4dbFCNbp9XTH,UF: University of Florida,Q3_UF,1,1,0.9935636520385742
R_52PYXUm2b2fRsbM,UF: University of Florida,Q3_UF,1,1,0.49069514870643616
R_1q7GF4zeSCW6Lgt,UF: University of Florida,Q3_UF,1,1,0.9882556200027466
R_3GjgeOrkp430l6g,UF: University of Florida,Q3_UF,1,1,0.972271203994751
R_7mRkMVTi5G3y8SZ,UF: University of Florida,Q3_UF,0,0,0.7229359149932861
R_3pu04idHWaoye1P,UF: University of Florida,Q3_UF,1,1,0.9878832697868347
R_5MYB7xbQeHOO9rP,UF: University of Florida,Q3_UF,1,1,0.9827442765235901
R_5dEtdaqgptWpRqU,UF: University of Florida,Q3_UF,1,1,0.9890252947807312
R_5r7J416BO7270iX,UF: University of Florida,Q3_UF,1,1,0.9949472546577454
R_32nUsTCDIoepgYu,UF: University of Florida,Q3_UF,0,1,0.9807087182998657
R_1OU9X6ExOijr4X3,UF: University of Florida,Q3_UF,1,1,0.9954134821891785
R_3TgX0eQJ92QnKjT,UF: University of Florida,Q3_UF,1,0,0.7416983246803284
R_7Dvfn8EScYZbh5A,UF: University of Florida,Q3_UF,1,1,0.9936861395835876
R_3AHrftA3jFePBYd,UF: University of Florida,Q3_UF,2,2,0.9854023456573486
R_11aJ3cfI0bDKxom,UF: University of Florida,Q3_UF,1,1,0.9953651428222656
R_5fdAQJTHurpx44s,UF: University of Florida,Q3_UF,1,1,0.9544910788536072
R_7FUScCCZMiaK40h,UF: University of Florida,Q3_UF,2,2,0.9919649362564087
R_1D6PR4bgRK1fIKT,UF: University of Florida,Q3_UF,0,1,0.6105271577835083
R_71ib9FDCtiMdLHi,UF: University of Florida,Q3_UF,1,1,0.9956449270248413
R_75GAPg8OLOb019L,UF: University of Florida,Q3_UF,1,1,0.8722149729728699
R_5BFh78XlBiyCl3j,UF: University of Florida,Q3_UF,1,1,0.9945579767227173
R_1MSRO5fSQNYzRhk,UF: University of Florida,Q3_UF,1,2,0.8426750898361206
R_52McQwPqUJMCJ8l,UF: University of Florida,Q3_UF,1,1,0.995020866394043
R_51VmIJwuL5hq5JT,UF: University of Florida,Q3_UF,2,2,0.9704340100288391
R_33fJS5tTlZLDChO,UF: University of Florida,Q3_UF,1,2,0.591271698474884
R_5fPJ0K0qs0M5Ndv,UF: University of Florida,Q3_UF,2,2,0.9928983449935913
R_7rpwISz2NGts20i,UF: University of Florida,Q3_UF,1,1,0.9296033978462219
R_5HOV47Y6SiAFvZn,UF: University of Florida,Q3_UF,1,1,0.6729679703712463
R_3vArAD8WcItpXpf,UF: University of Florida,Q3_UF,1,2,0.9480381011962891
R_710I5UYMVp9RYwx,UF: University of Florida,Q3_UF,1,1,0.9950138926506042
R_6QF3nHP5N5mf6Nt,UF: University of Florida,Q3_UF,0,1,0.8046937584877014
R_3R3ZPjqLAzxJ07n,UF: University of Florida,Q3_UF,1,1,0.9923972487449646
R_7ARNGecEe0nQqId,UF: University of Florida,Q3_UF,2,1,0.7597813606262207
R_5k0lgVz79EdpbwJ,UF: University of Florida,Q3_UF,1,2,0.9894428253173828
R_5ogPKgku3CfrXtW,UF: University of Florida,Q3_UF,1,1,0.7772912383079529
R_6fPmEWEamRphBPA,UF: University of Florida,Q3_UF,2,2,0.9815512895584106
R_5bQapqbluhObCWO,UF: University of Florida,Q3_UF,1,0,0.7953715324401855
R_52PIzgED58tfzVv,UF: University of Florida,Q3_UF,1,2,0.9859075546264648
R_7WDbZ32ZNybh7Vl,UF: University of Florida,Q3_UF,0,1,0.9802563190460205
R_3CDfsfW027lM41H,UF: University of Florida,Q3_UF,1,1,0.9957232475280762
R_5TC7lQssV2wprpm,UF: University of Florida,Q3_UF,1,2,0.9901988506317139
R_1VJAPHKtCT9jVFo,UF: University of Florida,Q3_UF,1,0,0.5946927666664124
R_191FRVR2Pbc3ilH,UF: University of Florida,Q3_UF,1,1,0.9945865869522095
R_3jHSEpkLfp7KXPH,UF: University of Florida,Q3_UF,0,0,0.8715036511421204
R_3jZdJrrOie2R5BH,UF: University of Florida,Q3_UF,2,2,0.9765278697013855
R_1o6AUF1nDMrlJOI,UF: University of Florida,Q3_UF,0,1,0.6009124517440796
R_6cvdCsMKmSrSbfh,UF: University of Florida,Q3_UF,1,1,0.9898724555969238
R_1mmHwSeaSiUgqyT,UF: University of Florida,Q3_UF,1,1,0.9932793974876404
R_6f3RBWd7pESfeaW,UF: University of Florida,Q3_UF,2,2,0.9909822344779968
R_5EcDAWuQNdphsKB,UF: University of Florida,Q3_UF,0,1,0.9948102235794067
R_2axUzEdQEVNcYxZ,UF: University of Florida,Q1_UF,1,1,0.8983352780342102
R_bE1WQrorAN4TxS1,UF: University of Florida,Q1_UF,0,1,0.9847549200057983
R_1pZ38OBWPH40rXQ,UF: University of Florida,Q1_UF,0,1,0.9042014479637146
R_3Ic6jHu5XT17XAp,UF: University of Florida,Q1_UF,1,0,0.9729698300361633
R_W03kc79KofbGISZ,UF: University of Florida,Q1_UF,0,0,0.9918354749679565
R_3hc1f2f6aNrqRWU,UF: University of Florida,Q1_UF,0,1,0.9152464270591736
R_1jxCcm2EVh20ivB,UF: University of Florida,Q1_UF,0,0,0.9942482709884644
R_3fk208ryYqLI8wo,UF: University of Florida,Q1_UF,0,2,0.656627893447876
R_1gNs1RzNEsd4EQK,UF: University of Florida,Q1_UF,0,1,0.751997172832489
R_3qs5goZIsBmUqLr,UF: University of Florida,Q1_UF,0,0,0.987117350101471
R_28HXJe5hPJiKYvq,Other university:,Q1_UF,0,1,0.6149337887763977
R_6zENg8ZqDL2R6NP,UF: University of Florida,Q1_UF,0,0,0.9381306171417236
R_PN9EHIhg162qBWh,UF: University of Florida,Q1_UF,0,0,0.9879974126815796
R_12FpowXCnZZub3M,UF: University of Florida,Q1_UF,0,0,0.9929993152618408
R_3k0zZXwyth2iLbp,UF: University of Florida,Q1_UF,0,1,0.8689775466918945
R_1ocEL0hVlJbPrSJ,UF: University of Florida,Q1_UF,1,0,0.9944570064544678
R_TvVmGpA5A8sJMg9,UF: University of Florida,Q1_UF,0,0,0.7546562552452087
R_1jvREj3Vh4JZYr9,UF: University of Florida,Q1_UF,0,0,0.9895428419113159
R_2e4LDZ9gJ8akzMm,UF: University of Florida,Q1_UF,1,1,0.7799878120422363
R_3iED9dXG3vMkQtO,UF: University of Florida,Q1_UF,1,0,0.9835063815116882
R_SWa6KpztPFgaH4d,UF: University of Florida,Q1_UF,1,0,0.9927655458450317
R_3j2mBrl56eg5472,UF: University of Florida,Q1_UF,1,2,0.8155159950256348
R_22FjvlOAWJ40wYV,UF: University of Florida,Q1_UF,1,2,0.9800711274147034
R_3HCy8H6Id2E8xp2,UF: University of Florida,Q1_UF,0,1,0.9620328545570374
R_3O00uQ2kSsIHE8L,UF: University of Florida,Q1_UF,1,2,0.9700475931167603
R_wZwmLYtTBPyDFDz,UF: University of Florida,Q1_UF,0,1,0.7072713375091553
R_Rrd8uNImBOCZ2gx,UF: University of Florida,Q1_UF,1,2,0.5407769680023193
R_1pSvjYMNwt2KLPu,UF: University of Florida,Q1_UF,0,0,0.9916638135910034
R_3PdA4XvblNA4ifX,UF: University of Florida,Q1_UF,0,1,0.9948084950447083
R_TiTu4HTYUXQBmH7,UF: University of Florida,Q1_UF,0,1,0.9471946954727173
R_0psEIPRnolBvo7T,UF: University of Florida,Q1_UF,0,0,0.8642396926879883
R_ehti7b1UuCdZ3IB,UF: University of Florida,Q1_UF,0,1,0.97076416015625
R_3Q02Uz64JoEDQun,UF: University of Florida,Q1_UF,0,0,0.9924986958503723
R_2DOBQpj8vv1IIrY,UF: University of Florida,Q1_UF,1,1,0.9488049149513245
R_YbEWRRVxWhJxiU1,UF: University of Florida,Q1_UF,1,1,0.7603979110717773
R_3dX7z9Eran1niln,UF: University of Florida,Q1_UF,1,1,0.7383266091346741
R_3LZ4zns72Ugwq21,UF: University of Florida,Q1_UF,0,0,0.8018723726272583
R_12x1SNm2PF9Iwsv,UF: University of Florida,Q1_UF,2,2,0.5865362882614136
R_sZiLdceASgYZTSV,UF: University of Florida,Q1_UF,0,0,0.9769262671470642
R_1GyvTlBg10lV6Ea,UF: University of Florida,Q1_UF,0,0,0.9945586323738098
R_29nx98mTCTGojHL,UF: University of Florida,Q1_UF,0,0,0.9917311072349548
R_2zN5kzF16UQxfCI,UF: University of Florida,Q1_UF,1,1,0.86848384141922
R_2t0hRCsV4zuyKlD,UF: University of Florida,Q1_UF,0,0,0.9884010553359985
R_3qyrhhsNpxpFfK0,UF: University of Florida,Q1_UF,0,0,0.9922906756401062
R_R33PZNIBO2GIBc5,UF: University of Florida,Q1_UF,0,0,0.9888207912445068
R_1pnAarAtdp1Ovgu,UF: University of Florida,Q1_UF,0,1,0.9039831161499023
R_2U9nJMzCj7JYVAd,UF: University of Florida,Q1_UF,0,0,0.9918672442436218
R_3Rt0WHXog4dsuG2,UF: University of Florida,Q1_UF,0,0,0.994424045085907
R_3qecDzy6VNi5Ciz,UF: University of Florida,Q1_UF,0,0,0.9931996464729309
R_2xXaLkxlxxHrdFG,UF: University of Florida,Q1_UF,1,1,0.9647716879844666
R_3plOQLIA3Cm8nN7,UF: University of Florida,Q1_UF,0,0,0.9938570857048035
R_3OlAYb7NfPIlAV2,UF: University of Florida,Q1_UF,0,0,0.9726911187171936
R_2YsQIm4vodmsNXs,UF: University of Florida,Q1_UF,0,0,0.993772566318512
R_1psb9hIz9JIwoo6,UF: University of Florida,Q1_UF,0,0,0.992885410785675
R_325DVUJh0vmAQ9M,UF: University of Florida,Q1_UF,0,1,0.5719499588012695
R_2f26Tq5LnG4uRiH,UF: University of Florida,Q1_UF,0,0,0.9924166202545166
R_2y2gZ7o9zunL5ER,UF: University of Florida,Q1_UF,0,0,0.9912561178207397
R_2tyPkJrbCBwnUO7,UF: University of Florida,Q1_UF,0,0,0.993948221206665
R_3fUfWXj9WBanb8u,UF: University of Florida,Q1_UF,1,1,0.7539017200469971
R_6GzuH2AJ0ooUBnr,UF: University of Florida,Q1_UF,1,0,0.8960379958152771
R_3EyjIJenUgM5Xzm,UF: University of Florida,Q1_UF,1,2,0.8857011795043945
R_1CHdyx3mIjjrJCl,UF: University of Florida,Q1_UF,0,0,0.991905689239502
R_2B9gEeL4AaswYbt,UF: University of Florida,Q1_UF,0,0,0.8923664689064026
R_Um5yxfYzjGApcbL,UF: University of Florida,Q1_UF,0,0,0.9949836730957031
R_OkTPKLbdZfXogyR,UF: University of Florida,Q1_UF,0,0,0.9934936165809631
R_5A6MkjpmdbnTNBL,UF: University of Florida,Q1_UF,0,0,0.992150068283081
R_1QzPHWGWPrQiigw,UF: University of Florida,Q1_UF,0,0,0.9920291900634766
R_1FLdHh1S6LK9Uyd,UF: University of Florida,Q1_UF,1,2,0.9760602116584778
R_1dg0ND2VRVymdAq,UF: University of Florida,Q1_UF,0,1,0.9612656831741333
R_2uqiyL7a6xYe1Cu,UF: University of Florida,Q1_UF,0,0,0.9916784763336182
R_3qII9X98ejQxdfy,UF: University of Florida,Q1_UF,0,1,0.9785813689231873
R_D5yGKOLKAMINYdP,UF: University of Florida,Q1_UF,1,1,0.6037647128105164
R_2e25SP747IjcqXi,UF: University of Florida,Q1_UF,1,0,0.9899278283119202
R_2P1JAGBYotSvjUE,UF: University of Florida,Q1_UF,2,0,0.790717363357544
R_3NTVqWGauMN166Y,UF: University of Florida,Q1_UF,0,0,0.9936577677726746
R_28IDI1K78Lee3mG,UF: University of Florida,Q1_UF,1,1,0.5957953333854675
R_2YrGaINRHS7lFXP,UF: University of Florida,Q1_UF,1,0,0.8059828877449036
R_3nk1SGbaw76vr0P,UF: University of Florida,Q1_UF,0,0,0.5192885398864746
R_6F2Q2DN0SrQwYAa,ISU: Iowa State University,Q5_ISU,2,1,0.9890303015708923
R_5dahScFCd55lccN,ISU: Iowa State University,Q5_ISU,1,1,0.9922631978988647
R_1q3rxomtvT2yDFo,ISU: Iowa State University,Q5_ISU,1,1,0.9917729496955872
R_73ea097tfA1a2ly,ISU: Iowa State University,Q5_ISU,1,1,0.9914329051971436
R_8rkV1v92RzWNg9H,ISU: Iowa State University,Q5_ISU,1,1,0.9917530417442322
R_6eFDJZrymjAjM6e,ISU: Iowa State University,Q5_ISU,1,1,0.991675853729248
R_7L6EuWQVV3Vc7kd,ISU: Iowa State University,Q5_ISU,2,2,0.9380178451538086
R_7RO2MvqrAOYIpRf,ISU: Iowa State University,Q5_ISU,1,1,0.6291865110397339
R_5WuxtqA9AwINx9D,ISU: Iowa State University,Q5_ISU,1,1,0.9920721650123596
R_6fSI7yvLBIlUZUp,ISU: Iowa State University,Q5_ISU,1,1,0.9917627573013306
R_7qJBH6wiKmenHu1,ISU: Iowa State University,Q5_ISU,1,1,0.9921097159385681
R_6PTPqLerhtOBPQl,ISU: Iowa State University,Q5_ISU,1,2,0.5687119364738464
R_7uVT5JwFutYuUNk,ISU: Iowa State University,Q5_ISU,1,1,0.9878210425376892
R_7tlo45IlHK4JQcb,ISU: Iowa State University,Q5_ISU,1,1,0.9920884370803833
R_7rPaUO4yAqQJfyQ,ISU: Iowa State University,Q5_ISU,2,2,0.9501909613609314
R_62L6BcsIde16pvD,ISU: Iowa State University,Q5_ISU,1,1,0.9902977347373962
R_71YfguVmAeLdWB5,ISU: Iowa State University,Q4_ISU,1,0,0.9953181147575378
R_5FsQmj2YxEz599u,ISU: Iowa State University,Q4_ISU,0,0,0.9966620206832886
R_3thxRrflwUltlDH,ISU: Iowa State University,Q4_ISU,0,0,0.9962533712387085
R_579kqVKX1AGGGE1,ISU: Iowa State University,Q4_ISU,0,0,0.996623158454895
R_3CarpUGbizlsMQF,ISU: Iowa State University,Q4_ISU,1,0,0.5412858128547668
R_14U2fa9sH0ngQcF,ISU: Iowa State University,Q4_ISU,2,2,0.9923802614212036
R_5agixZHgZYhiufb,ISU: Iowa State University,Q4_ISU,0,0,0.9966886639595032
R_7NwbIsPUfIjDTgD,ISU: Iowa State University,Q4_ISU,2,2,0.9924716949462891
R_7pwK0D86lU4DGrn,ISU: Iowa State University,Q4_ISU,2,2,0.4751702547073364
R_3NsKTAJNqctlqHn,ISU: Iowa State University,Q4_ISU,0,0,0.9879034161567688
R_7HMZpqnfGMQ1OmZ,ISU: Iowa State University,Q4_ISU,0,0,0.9964308738708496
R_6daUI4YrWTcCPZr,ISU: Iowa State University,Q4_ISU,1,1,0.7804250121116638
