StartDate,ResponseId,UNIV,TaskPrompt,ResponseText.x,Instr_Score,Instr_Brkdwn,GTA_Score,GTA_Brkdwn,UTA1_Score,UTA1_Brkdwn,UTA2_Score,UTA2_Brkdwn,UTA3_Score,UTA3_Brkdwn,UTA4_Score,UTA4_Brkdwn,UTA5_Score,UTA6_Score,UTA7_Score,Q_CONSENT,Sem,Q_num,ground_truth,agreed_count,total_count
2023-12-07T04:17:10Z,R_2BfZIXCHWynEjrP,"UTEP: University of Texas, El Paso",Q1_UTEP,"We would have to consider
 - Randomness : Randomness within the sample for the data limits bias that may occur, which makes the data much more reliable.
 - The shape of the data (normal , skewed) is also important to consider. Knowing how the data looks will help in identifying what type of statistical test is appropriate for the data.
",,,,,1.0,,1.0,,,,1.0,,,,,"YES, I authorize my de-identified responses to be used for research purposes.",2023.2,Q1,1,3,3
2023-12-06T07:44:28Z,R_2S6Q5WOLtXKqo8V,"UTEP: University of Texas, El Paso",Q1_UTEP,"Statistical inference is divided in two areas: estimation and hypothesis testing. 

-Estimation: the goal is to describe an unknown aspect of a population, draw conclusions about some unknown

A statistical test of a hypothesis collects statistical data to evaluate a hypothesis. 

",,,,,0.0,,0.0,,,,0.0,,,,,"YES, I authorize my de-identified responses to be used for research purposes.",2023.2,Q1,0,3,3
2023-12-07T17:48:59Z,R_21grcfKCWm4MJI5,"UTEP: University of Texas, El Paso",Q1_UTEP,"When comparing groups for statistical inferences two methods to look for deal with estimation and hypothesis. Estimation helps with creating a sample size of the data, and also factors in statistical data such as mean and proportion. Hypothesis helps with measuring sample data by testing between variables such as mean and proportion.",,,,,0.0,,0.0,,,,0.0,,,,,"YES, I authorize my de-identified responses to be used for research purposes.",2023.2,Q1,0,3,3
2023-12-06T03:14:26Z,R_2rBLHmJp6GVaYzA,"UTEP: University of Texas, El Paso",Q1_UTEP,"It is important to consider the type of data that is displayed as well as how the data is organized such as if it is normally distributed or not. These key factors are important when comparing groups for statistical inference because they ensure that the data is able to go through these procedures of making conclusions about a population in a data set and be analyzed correctly. For instance, they are important as they help consider observed values, p-values, and significance levels and how to interpret them to determine the comparability of the groups. 

",,,,,0.0,,1.0,,,,1.0,,,,,"YES, I authorize my de-identified responses to be used for research purposes.",2023.2,Q1,1,2,3
2023-12-07T22:47:20Z,R_0kQVCCwOo2nZmIV,"UTEP: University of Texas, El Paso",Q1_UTEP,"1.) The mean will increase because a number will be added that is now the maximum. The mean would increase to 12.18. The number being added is bigger than the others increasing the mean. 

2.) The median would increase because a bigger number is being added which is above the median. 

3.) The standard deviation will increase because a bigger number that has a higher quantity than the mean was added.",,,,,0.0,,,,,,0.0,,,,,"YES, I authorize my de-identified responses to be used for research purposes.",2023.2,Q1,0,2,2
2023-12-07T23:01:59Z,R_27ExJXarz7xmwCq,"UTEP: University of Texas, El Paso",Q1_UTEP,"When comparing groups, a combination of appropriate sample size and understanding the variability in the data is crucial for drawing accurate conclusions. It's important to use statistical tests that account for these factors, such as t-tests or analysis of variance for means comparison, and to interpret results in the context of the chosen sample size and variability.",,,,,0.0,,0.0,,,,0.0,,,,,"YES, I authorize my de-identified responses to be used for research purposes.",2023.2,Q1,0,3,3
2023-12-07T22:47:56Z,R_3rM9qVBWO9aKKXt,"UTEP: University of Texas, El Paso",Q1_UTEP,"One key data feature would be the type of test that is being used. Whether it be a T-test or a  linear model, etc., it impacts the statistical inference because using the correct test is crucial to understanding and getting the correct inferences. There are many different tests, so looking at the data types and what the test entails is important for accuracy. Another key data feature would be the analyses of variance. If something varies greatly it could be hard to predict. The amount of variability determines how well results can be created.",,,,,0.0,,0.0,,,,0.0,,,,,"YES, I authorize my de-identified responses to be used for research purposes.",2023.2,Q1,0,3,3
2023-12-07T23:45:02Z,R_3MfYoE2PqhgkKUm,"UTEP: University of Texas, El Paso",Q1_UTEP,"Some key data to consider when making a statistical inference is what type of data is presented, is it nominal or is it ordinal. How is the data organized, and what is the sample size of your data. it is also important to notice the variables and what is being compared as well as the variability. 
The sample size of a data set is an important feature of data sets and it impacts statistical inference because when you have a large sample size it is easier to come to more accurate conclusions or determine a more accurate hypothesis, given that there is less space for errors, the large amount of data accounts for a more detailed investigation. When you have a smaller sample size there can be more variation in answers due to the lack of information, having to make inferences that can be vague or susceptible to error.
Variability makes an impact on statistical inference when trying to determine a conclusion or result from a particular data set. variability can be calculated using standard deviation, which will be used to see the differences between groups and determining the variance between the standard mean of the data.",,,,,0.0,,1.0,,,,1.0,,,,,"YES, I authorize my de-identified responses to be used for research purposes.",2023.2,Q1,1,2,3
2023-12-08T00:18:06Z,R_3JJCxsJ88bvEfmp,"UTEP: University of Texas, El Paso",Q1_UTEP,"If both groups were randomized, and sample size, if both groups are randomized this can help rule out some bias that can affect the experiment, and sample size that is large ensures more accurate results for a more generalized population, however there are still factors such as if it's only the El Paso population that say dominantly has X gene, if we were to test outide of El Paso this may or may not be the case.",,,,,0.0,,0.0,,,,0.0,,,,,"YES, I authorize my de-identified responses to be used for research purposes.",2023.2,Q1,0,3,3
2023-12-08T00:30:25Z,R_1EapUmS4QVwcDvp,"UTEP: University of Texas, El Paso",Q1_UTEP,"1. Independent two-sample design. This would impact the statistical inference by not having a direct relationship between an observation on one treatment and an observation on the second treatment, this will also have different individuals designated to each group and the observations we make on both treatments will be independent of each other. 
2. Paired two-sample design. This would impact the statistical inference by having a direct relationship between the observation in one treatment and the observation in another treatment.",,,,,0.0,,0.0,,,,0.0,,,,,"YES, I authorize my de-identified responses to be used for research purposes.",2023.2,Q1,0,3,3
2023-12-08T00:49:46Z,R_2B4dIIMJW6H0rOm,"UTEP: University of Texas, El Paso",Q1_UTEP,"Some key values we need to consider are the observed value, which is recorded from the experiment, the p-value which is the probability of seeing that observed value due to random chance, and the significance level which is the predetermined cutoff of how much is willing to be risked. We should also take into consideration whether the data is continuous or categorical, the measures of center or measures of spread, and if there is a cut-off value or if there is something that we want to compare the data to.",,,,,0.0,,1.0,,,,1.0,,,,,"YES, I authorize my de-identified responses to be used for research purposes.",2023.2,Q1,1,2,3
2023-12-08T00:54:32Z,R_3JfJJhOzf99k7j2,"UTEP: University of Texas, El Paso",Q1_UTEP,"Type of data: The type of data aids in identifying if it is nominal, ordinal, or an interval. 

Sample groups: Knowing the sample groups and population aids in further narrowing and facilitating the data gathering in an organized matter.",,,,,0.0,,0.0,,,,0.0,,,,,"YES, I authorize my de-identified responses to be used for research purposes.",2023.2,Q1,0,3,3
2023-12-08T01:27:40Z,R_2YGoJPe4HKSHwEs,"UTEP: University of Texas, El Paso",Q1_UTEP,"The results of statistical inference are greatly impacted by critical data features such as sample size and variability within groups. By giving these characteristics careful thought, it is ensured that the statistical analysis is suitably powered and yields accurate and legitimate conclusions regarding the relationships or differences between groups.",,,,,0.0,,0.0,,,,0.0,,,,,"YES, I authorize my de-identified responses to be used for research purposes.",2023.2,Q1,0,3,3
2023-12-07T07:33:14Z,R_3HUmQYVnuaD0r0Q,"UTEP: University of Texas, El Paso",Q1_UTEP,"In statisticcs there are numerous things that help us to get the best results.
The sample size is one of the most important things because with this we can tell if our conclusions can be valid or how much it will vary if we do a rezampling over and over again.
The outliers are also an important thing to view, because it tells us which elements can be applied and which ones cannot. If we are not careful they can modify our data in a negative way.",,,,,0.0,,0.0,,,,0.0,,,,,"YES, I authorize my de-identified responses to be used for research purposes.",2023.2,Q1,0,3,3
2023-12-08T00:50:30Z,R_1IZeEYUshDWzy8t,"UTEP: University of Texas, El Paso",Q1_UTEP,"The two data features we must consider when comparing groups for statistical inference is noticing how the data is organized. A couple of examples are intervals and (mean, median, etc.).They impact statistical inference because they test the null hypothesis.",,,,,0.0,,0.0,,,,0.0,,,,,"YES, I authorize my de-identified responses to be used for research purposes.",2023.2,Q1,0,3,3
2023-12-08T02:06:21Z,R_2QKEZFJy5pzuI82,"UTEP: University of Texas, El Paso",Q1_UTEP,"The key data features that must be consider when we are comparing groups for statistcal inference is the sample size and Variability within groups. Sample size is a measure of the number of individual samples used in a experiment. Sample size imapct statistical inference by if the sample size increases, the standard erro of the mean is going to decrease, and this results in a narrower confidence intervals. The variability between groups is the dispersion of the data points between each groups. The impact on statistical inference is that a high variability within groups increases the population parameters and may lead to averlapping the intervals, and the p-value do not reach the statistical significance.",,,,,0.0,,0.0,,,,0.0,,,,,"YES, I authorize my de-identified responses to be used for research purposes.",2023.2,Q1,0,3,3
2023-12-07T21:50:00Z,R_25Ys3sO1ko2WjJg,"UTEP: University of Texas, El Paso",Q1_UTEP,"Some key features we need to consider when comparing groups for statistical inference are sample size, independence, probability, error, and normality. These things play a part in comparing because in order to compare two groups, you need enough data and you need to consider the probability of alternative things happening, such as error and independence. Also, we need to consider the variability and central tendencies of the two data sets. We must evaluate variability to gain knowledge of the spread of data, and we must compare the means and medians of each group to understand the average of each sample. Furthermore, we must consider statistical tests in order to compare groups, in a statistical test, we use p-values and confidence intervals/ levels to examine the significance of the difference between the two groups and to conclude if our results are trustworthy or not.",,,,,1.0,,1.0,,,,1.0,,,,,"YES, I authorize my de-identified responses to be used for research purposes.",2023.2,Q1,1,3,3
2023-12-07T04:19:38Z,R_2VKHBx5DqL4Zpy2,"UTEP: University of Texas, El Paso",Q1_UTEP,The sample data and parameters of both data sets are key data features when comparing for statistical inference because they set the guidelines for the overall research.,,,,,0.0,,0.0,,,,0.0,,,,,"YES, I authorize my de-identified responses to be used for research purposes.",2023.2,Q1,0,3,3
2023-12-08T04:29:03Z,R_3QXg2DUtgeHm8vr,"UTEP: University of Texas, El Paso",Q1_UTEP,We must consider the variability to make it more diverse rather than similar. We must also consider the sample size to have exact precision and reliability which can also reduce the margin of error.,,,,,0.0,,0.0,,,,0.0,,,,,"YES, I authorize my de-identified responses to be used for research purposes.",2023.2,Q1,0,3,3
2023-12-08T02:21:05Z,R_TiR6mCgGxEwCZLr,"UTEP: University of Texas, El Paso",Q1_UTEP,"'-Randomization distribution in order to test if the difference between the two averages is significant. This ensures if the treatment between the averages is the only difference. In Minitab we can use the software to shuffle data before comparing values. We make the assumption that the null hypothesis is true.  

         
-Probability of 5% is required for the tests are different.

-Bootstrap Histogram â€“ we can calculate the average repeatedly under no treatment effect. 

-P-value and Significance level



",,,,,0.0,,0.0,,,,0.0,,,,,"YES, I authorize my de-identified responses to be used for research purposes.",2023.2,Q1,0,3,3
2023-12-08T04:38:15Z,R_2uVVEgaNDG6KgEp,"UTEP: University of Texas, El Paso",Q1_UTEP,confidence intervals and margins of error,,,,,0.0,,0.0,,,,0.0,,,,,"YES, I authorize my de-identified responses to be used for research purposes.",2023.2,Q1,0,3,3
2023-12-08T05:19:55Z,R_2332Df1NWk6Xvxc,"UTEP: University of Texas, El Paso",Q1_UTEP,"The two main data features we should consider for statisticval inference is population size, and variability, or the spread of a data set. A small sample size is prone to large fluctuations due to randomness, or confounding or hidden variables, and cannot give precise information that is usuable for statistical inference, unlike a large data set. Basically the larger the data set the more accurate information you can get. The second data feature we should consider is variability basically means how different single points of data are from every other data point. If points vary a lot then this means that there is high variability, if the points dont vary a lot then there is low variability. Low variability is usually associated with higher accuracy in predictions and results but it depends on the specific variables/ context of the question you are trying to answer.",,,,,1.0,,0.0,,,,0.0,,,,,"YES, I authorize my de-identified responses to be used for research purposes.",2023.2,Q1,0,2,3
2023-12-08T03:02:19Z,R_rrKWkxQMNWzeL05,"UTEP: University of Texas, El Paso",Q1_UTEP,First we need to be able to understand the type of data that is given and understand the variables in the data set. And if you do not understand data and what variable are being compared then your statistical inference will completely be off and not relate with the data set.  Also we need to know and consider the amount of groups or samples are being compared in order to make a statistical inference. Since this can affect the data since if their is more than 2 groups then they have to be considered to make the inference.,,,,,0.0,,0.0,,,,0.0,,,,,"YES, I authorize my de-identified responses to be used for research purposes.",2023.2,Q1,0,3,3
2023-12-08T05:36:51Z,R_yC1rhFYMUeGw4PT,"UTEP: University of Texas, El Paso",Q1_UTEP,"'-For starters, the sample, of course plays a big role in statistical inference because it tells us exactly what we will be looking at and lets us know whether we will be dealing with categorical or numerical data.

-Secondly we need to consider the variables of the data. This will help us get an idea of what we can infer about the background of the data in order to create an inference.",,,,,0.0,,0.0,,,,0.0,,,,,"YES, I authorize my de-identified responses to be used for research purposes.",2023.2,Q1,0,3,3
2023-12-08T06:08:37Z,R_1fmddyXjTum4x9k,"UTEP: University of Texas, El Paso",Q1_UTEP,"types of data you have for example intervla, nominal, or ordinal. the samples or groups we have to work with if they are pair or unpaired and how the data is organized.",,,,,0.0,,0.0,,,,0.0,,,,,"YES, I authorize my de-identified responses to be used for research purposes.",2023.2,Q1,0,3,3
2023-12-08T05:42:31Z,R_AtU6gokfHZXQoH7,"UTEP: University of Texas, El Paso",Q1_UTEP,"When comparing groups for statistical inference, one of the key features we would want to take into account while designing our tests is the measure of variability in our dataset (or how spread out our data points are from a central value). One measure of variability commonly used throughout statistics is the standard deviation, which is a measure of how much the data points differ from the mean of the dataset. Understanding how dispersed our data is is important because higher variability could happen to lead to a wider confidence interval and lower precision in our estimates. It can also allow us to identify outliers in our dataset could impact our results.
Another important feature we would want to take into account is the type of data that we are working with (categorical, continuous, discrete, etc.). Understanding the type of variables we are working with will allow us to choose the appropriate statistical method, along with ensuring that the tests we designed actually align with the characteristics of our data.",,,,,1.0,,2.0,,,,1.0,,,,,"YES, I authorize my de-identified responses to be used for research purposes.",2023.2,Q1,1,2,3
2023-12-08T06:23:42Z,R_26gsvAVEGZMP30p,Other university:,Q1_UTEP,"Analysis of variance and t tests would be good to use when comparing groups because this would not only compare the means, but this would do it with multiple groups to see if there is a possible trend if correlation associated. T tests would show if there is a difference within groups by often being used in hypothesis testing to determine whether acprocess or treatment can actually impact a population.",,,,,0.0,,0.0,,,,0.0,,,,,"YES, I authorize my de-identified responses to be used for research purposes.",2023.2,Q1,0,3,3
2023-12-07T17:15:08Z,R_3KJf9jlr4Um5bok,"UTEP: University of Texas, El Paso",Q1_UTEP,"The t-test is most commonly used to compare two data sets, this uses the significance difference in order to compare the two groups.
The second feature we can use to compare to groups of data is by using ANOVA which can compare the means of two or more groups.",,,,,0.0,,0.0,,,,0.0,,,,,"YES, I authorize my de-identified responses to be used for research purposes.",2023.2,Q1,0,3,3
2023-12-08T06:13:17Z,R_2XhsEP7kU4GEipe,"UTEP: University of Texas, El Paso",Q1_UTEP,"Independent two-sample design: To find out whether the mean of a numerical outcome variable with a normally distributed distribution varies between two distinct groups using sample data.
Paired two-sample design: Every participant adds several measurements to every pair or data point in the sample.",,,,,1.0,,0.0,,,,0.0,,,,,"YES, I authorize my de-identified responses to be used for research purposes.",2023.2,Q1,0,2,3
2023-12-08T06:25:05Z,R_3HIxlnrflm1KYUb,"UTEP: University of Texas, El Paso",Q1_UTEP,"Some of the key data features that must be consider when comparing groups for statistical inference would be the type of data that it is and also how it is explained in the study.
Which would help to explain the impact statistical inference because these two help for the samples of a population to be separated, to see the difference. This is especially used in big population groups.",,,,,0.0,,0.0,,,,0.0,,,,,"YES, I authorize my de-identified responses to be used for research purposes.",2023.2,Q1,0,3,3
2023-12-08T06:46:21Z,R_2w4dTAf7v4p2PEB,"UTEP: University of Texas, El Paso",Q1_UTEP,The type of data and the number of samples/groups you have. These impact statistical inference because based on the samples or groups we will be able to choose different hypotheses testing in order to determine crucial information about the study. The type of data will determine if this research is done quantitatively or qualitatively which is important when conducting experiments to gather data.,,,,,0.0,,1.0,,,,0.0,,,,,"YES, I authorize my de-identified responses to be used for research purposes.",2023.2,Q1,0,2,3
2023-12-08T07:55:05Z,R_3DvcIv3p42OSMzV,"UTEP: University of Texas, El Paso",Q1_UTEP,sample size and variability because they both affect the conclusion from the tests,,,,,0.0,,0.0,,,,0.0,,,,,"YES, I authorize my de-identified responses to be used for research purposes.",2023.2,Q1,0,3,3
2023-12-07T22:42:22Z,R_UPXVT82yQ7LXt7z,"UTEP: University of Texas, El Paso",Q1_UTEP,"1. Sample size is important because the size of the group impacts the results. Larger sample sizes decreases the variability and less reliable conclusions and vise versa with smaller sample sizes.

2. The spread of a population is important too where we need to see the extent of the data set. We look at the values in the mean, range, standard deviation, etc.",,,,,1.0,,0.0,,,,1.0,,,,,"YES, I authorize my de-identified responses to be used for research purposes.",2023.2,Q1,1,2,3
2023-12-07T22:52:33Z,R_2b2EpXTTl2Mb4Fd,"UTEP: University of Texas, El Paso",Q1_UTEP,"1.) The mean. It will determine the overall average when comparing groups. It is also the first and easiest thing to calculate. It summarizes the data as a whole. 

2.) The distribution of the data in a graph. This will help compare the data for the groups and determine the different quantities like what direction it is skewed.",,,,,1.0,,1.0,,,,1.0,,,,,"YES, I authorize my de-identified responses to be used for research purposes.",2023.2,Q1,1,3,3
2023-12-11T18:46:31Z,R_3EtM1nzajwt74Tu,"UTEP: University of Texas, El Paso",Q1_UTEP,When comparing groups we need to consider the type of data we have for each group because what if they are not related at all and there would be no need for comparison. Another thing we would need to consider when comparing is the amount of groups we have and if any of those groups are similar to be able to rule out or if it would be a must to include them in the data necessary.,,,,,0.0,,0.0,,,,0.0,,,,,"YES, I authorize my de-identified responses to be used for research purposes.",2023.2,Q1,0,3,3
2024-02-14T03:11:51Z,R_5nVcMFfaDaeTLQi,ISU: Iowa State University,Q3_ISU,"A correlation of 0.98 indicates a strong linear relationship since correlation indicates how closely the values in the data are to a straight line. The closer the correlation is to a value of 1, the more linear the relationship between the two variables is. Thus, the relationship can be described as linear.",,,,,1.0,,,,,,,,,,,"YES, I authorize my de-identified responses to be used for research purposes.",2024.1,Q3,1,1,1
2024-02-15T16:56:32Z,R_7lfnsGaPIwgdJrH,ISU: Iowa State University,Q3_ISU,"Yes, the value of 0.98 is close to 1, which indicates that the graph has a strong positive linear relationship between two quantitative variables as all points fall very close to the line on a scatterplot.",,,,,0.0,,0.0,,,,,,,,,"YES, I authorize my de-identified responses to be used for research purposes.",2024.1,Q3,0,2,2
2024-02-15T16:43:40Z,R_6digGV4YGiHGRSi,ISU: Iowa State University,Q3_ISU,"Yes, the value is positive strong, and linear relationship.",,,,,0.0,,,,,,,,,,,"YES, I authorize my de-identified responses to be used for research purposes.",2024.1,Q3,0,1,1
2024-02-15T17:14:51Z,R_6Cxeau0j0HtsflU,ISU: Iowa State University,Q3_ISU,"Yes, because the r value is very close to 1.",,,,,0.0,,,,,,,,,,,"YES, I authorize my de-identified responses to be used for research purposes.",2024.1,Q3,0,1,1
2024-02-15T19:00:45Z,R_5cyRNUVGULKFTc5,ISU: Iowa State University,Q3_ISU,"Yes. To have a correlation between two quantitative variables, they must have a linear relationship.",,,,,1.0,,,,,,,,,,,"YES, I authorize my de-identified responses to be used for research purposes.",2024.1,Q3,1,1,1
2024-02-15T19:22:54Z,R_3fUHVHF1ctdnwwV,ISU: Iowa State University,Q3_ISU,"Yes, this value is close to one meaning that it has a strong and linear relationship.",,,,,0.0,,0.0,,,,,,,,,"YES, I authorize my de-identified responses to be used for research purposes.",2024.1,Q3,0,2,2
2024-02-16T16:36:32Z,R_3dz4N1jRRjZbLgu,ISU: Iowa State University,Q3_ISU,"Yes, the value of 0.98 shows that the two quantitative variables have a strong and positive correlation.",,,,,0.0,,,,,,,,,,,"YES, I authorize my de-identified responses to be used for research purposes.",2024.1,Q3,0,1,1
2024-02-16T16:52:28Z,R_7EnYijAm5oiNG0a,ISU: Iowa State University,Q3_ISU,"Yes it would be strong, linear, and positive association because the correlation is very close to 1.",,,,,0.0,,0.0,,,,,,,,,"YES, I authorize my de-identified responses to be used for research purposes.",2024.1,Q3,0,2,2
2024-02-16T16:52:31Z,R_5OxVFZsBdRRXBI8,ISU: Iowa State University,Q3_ISU,"This relationship can be described as a moderately strong, positive, and linear correlation. I know this because 0.98 is very close to 1.",,,,,0.0,,0.0,,,,,,,,,"YES, I authorize my de-identified responses to be used for research purposes.",2024.1,Q3,0,2,2
2024-02-16T16:52:00Z,R_6HiAH0Z3g2S8Lr5,ISU: Iowa State University,Q3_ISU,"The value alone is not what indicates that there is a linear relationship between the two variables. We know it is linear because we are finding the correlation. If a line is not linear, we will not determine the correlation.",,,,,0.0,,,,,,,,,,,"YES, I authorize my de-identified responses to be used for research purposes.",2024.1,Q3,0,1,1
2024-02-16T16:35:16Z,R_1PG6jt77HmTFkqZ,ISU: Iowa State University,Q3_ISU,"Yes, it can be described as linear because we know that it's a strong positive linear correlation due to the r value being so close to 1.",,,,,0.0,,0.0,,,,,,,,,"YES, I authorize my de-identified responses to be used for research purposes.",2024.1,Q3,0,2,2
2024-02-16T16:49:41Z,R_6857P2G6aBY2sqR,ISU: Iowa State University,Q3_ISU,"Yes, this value indicates that the relationship between two quantitative variables can be described as linear. The fact that an r value can be found means that the relationship is linear in the first place, as r values measure the strength of linear association. Since the r value is 0.98, it can be said that there is a strong, linear, positive association between the two quantitative variables.",,,,,0.0,,0.0,,,,,,,,,"YES, I authorize my de-identified responses to be used for research purposes.",2024.1,Q3,0,2,2
2024-02-16T16:52:49Z,R_6WutDuRGxvrwTBQ,ISU: Iowa State University,Q3_ISU,"The relationship between the two quantitative variables can't be described as linear, just because it has a strong correlation it does not guaranteed and it needs to be graphed to determine whether it is curved or linear",,,,,2.0,,,,,,,,,,,"YES, I authorize my de-identified responses to be used for research purposes.",2024.1,Q3,2,1,1
